Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
,Document No.,Sell-to Customer No.,Type,Product,No.,Description,Posting Date,Document Date,GST Bill To State Code,State,Ship to Name,Quantity,Qty in Kgs,Unit of Measure Code,Unit Price Excl. VAT,Amount,Line Discount %,
,UCPL/23-24/685,CUS00016,Item,Annapurna Salt,USASIP010,Annapurna Iodized Powder Salt_1Kg_25 Kg,2023-07-22 00:00:00,2023-07-22 00:00:00,TN,Tamil Nadu,M/s. JAYALAKSHMI & CO,5000,5000,PAC,10.7,53500,0,
,UCPL/23-24/686,CUS00023,Item,Annapurna Atta,UWAAFF050,ANNAPURNA CHAKKI FARM FRESH ATTA 5 KG,2023-07-22 00:00:00,2023-07-22 00:00:00,MH,Maharashtra,M/s. MAULI ENTERPRISES,1494,7470,PAC,161,240534,0,32.2
,UCPL/23-24/686,CUS00023,Item,Annapurna Atta,UWAAFF100,ANNAPURNA CHAKKI FARM FRESH ATTA 10 KG,2023-07-22 00:00:00,2023-07-22 00:00:00,MH,Maharashtra,M/s. MAULI ENTERPRISES,153,1530,PAC,322,49266,0,32.2
,UCPL/23-24/687,CUS00003,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-24 00:00:00,2023-07-24 00:00:00,KA,Karnataka,SONA ENTERPRISES  RS CODE-431134,14250,14250,PAC,15.84,225720,0,
,UCPL/23-24/687,CUS00003,Item,Annapurna Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,2023-07-24 00:00:00,2023-07-24 00:00:00,KA,Karnataka,SONA ENTERPRISES  RS CODE-431134,3750,3750,PAC,12.99,48712.5,0,
,UCPL/23-24/687,CUS00003,Item,Annapurna Salt,ANNY100,ANNP IODPD SALT 500G,2023-07-24 00:00:00,2023-07-24 00:00:00,KA,Karnataka,SONA ENTERPRISES  RS CODE-431134,0,0,PAC,8.09,0,0,
,UCPL/23-24/688,CUS00001,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-24 00:00:00,2023-07-24 00:00:00,TS,Andhra Pradesh,Hindustan Unilever Ltd CSA C/o Srinivasa Logistics,750000,750000,PAC,13.26,9945000,0,
,UCPL/23-24/689,CUS00001,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-24 00:00:00,2023-07-24 00:00:00,TS,Andhra Pradesh,Hindustan Unilever Ltd CSA C/o Srinivasa Logistics,2000,2000,PAC,13.26,26520,0,
,UCPL/23-24/689,CUS00001,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-24 00:00:00,2023-07-24 00:00:00,TS,Andhra Pradesh,Hindustan Unilever Ltd CSA C/o Srinivasa Logistics,0,0,PAC,13.26,0,0,
,UCPL/23-24/690,CUS00001,Item,Annapurna Salt,ANNZ100,ANNP IODPD SALT 450g Relaunch,2023-07-24 00:00:00,2023-07-24 00:00:00,TS,Andhra Pradesh,Hindustan Unilever Ltd CSA C/o Srinivasa Logistics,44500,20025,PAC,7.69,342205,0,
,UCPL/23-24/691,CUS00001,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-24 00:00:00,2023-07-24 00:00:00,TS,Andhra Pradesh,Hindustan Unilever Ltd CSA C/o Srinivasa Logistics,39000,39000,PAC,13.04,508560,0,
,UCPL/23-24/692,CUS00003,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-25 00:00:00,2023-07-25 00:00:00,KA,Karnataka,SHAKTHI INNOVATION  RS CODE-430473,12200,12200,PAC,15.84,193248,0,
,UCPL/23-24/692,CUS00003,Item,Annapurna Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,2023-07-25 00:00:00,2023-07-25 00:00:00,KA,Karnataka,SHAKTHI INNOVATION  RS CODE-430473,12000,12000,PAC,12.99,155880,0,
,UCPL/23-24/692,CUS00003,Item,Annapurna Salt,ANNY100,ANNP IODPD SALT 500G,2023-07-25 00:00:00,2023-07-25 00:00:00,KA,Karnataka,SHAKTHI INNOVATION  RS CODE-430473,0,0,PAC,8.09,0,0,
,UCPL/23-24/693,CUS00003,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-25 00:00:00,2023-07-25 00:00:00,KA,Karnataka,S M M AGENICES  RS CODE-43A180,8750,8750,PAC,15.84,138600,0,
,UCPL/23-24/693,CUS00003,Item,Annapurna Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,2023-07-25 00:00:00,2023-07-25 00:00:00,KA,Karnataka,S M M AGENICES  RS CODE-43A180,8000,8000,PAC,12.99,103920,0,
,UCPL/23-24/693,CUS00003,Item,Annapurna Salt,ANNY100,ANNP IODPD SALT 500G,2023-07-25 00:00:00,2023-07-25 00:00:00,KA,Karnataka,S M M AGENICES  RS CODE-43A180,2500,1250,PAC,8.09,20225,0,
,UCPL/23-24/694,CUS00003,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-25 00:00:00,2023-07-25 00:00:00,KA,Karnataka,SRI RAMANA ENTERPRISES RS CODE-43A126,10500,10500,PAC,15.84,166320,0,
,UCPL/23-24/694,CUS00003,Item,Annapurna Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,2023-07-25 00:00:00,2023-07-25 00:00:00,KA,Karnataka,SRI RAMANA ENTERPRISES RS CODE-43A126,7500,7500,PAC,12.99,97425,0,
,UCPL/23-24/694,CUS00003,Item,Annapurna Salt,ANNY100,ANNP IODPD SALT 500G,2023-07-25 00:00:00,2023-07-25 00:00:00,KA,Karnataka,SRI RAMANA ENTERPRISES RS CODE-43A126,0,0,PAC,8.09,0,0,
,UCPL/23-24/695,CUS00011,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-25 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,Mahavir agencies KOLH-133570,23500,23500,PAC,11.84,278240,0,
,UCPL/23-24/695,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-25 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,Mahavir agencies KOLH-133570,0,0,PAC,12.04,0,0,
,UCPL/23-24/696,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-25 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,Chotubhai KOLH-130751,30600,30600,PAC,12.04,368424,0,
,UCPL/23-24/697,CUS00003,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-25 00:00:00,2023-07-25 00:00:00,KA,Karnataka,SHREE RAMNATH DISTRIBUTORS RS CODE-431036,10500,10500,PAC,15.84,166320,0,
,UCPL/23-24/697,CUS00003,Item,Annapurna Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,2023-07-25 00:00:00,2023-07-25 00:00:00,KA,Karnataka,SHREE RAMNATH DISTRIBUTORS RS CODE-431036,7500,7500,PAC,12.99,97425,0,
,UCPL/23-24/697,CUS00003,Item,Annapurna Salt,ANNY100,ANNP IODPD SALT 500G,2023-07-25 00:00:00,2023-07-25 00:00:00,KA,Karnataka,SHREE RAMNATH DISTRIBUTORS RS CODE-431036,0,0,PAC,8.09,0,0,
,UCPL/23-24/698,CUS00021,Item,Annapurna Atta,UWAAFF050,ANNAPURNA CHAKKI FARM FRESH ATTA 5 KG,2023-07-25 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,M/s. MAHAVIR RETAIL PRIVATE LIMITED,588,2940,PAC,152.5,89670,0,30.5
,UCPL/23-24/698,CUS00021,Item,Annapurna Atta,UWAAFF100,ANNAPURNA CHAKKI FARM FRESH ATTA 10 KG,2023-07-25 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,M/s. MAHAVIR RETAIL PRIVATE LIMITED,117,1170,PAC,305,35685,0,30.5
,UCPL/23-24/699,CUS00010,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-25 00:00:00,2023-07-25 00:00:00,GJ,Gujarat,Sanklecha salt suppliers - VABH-134734,23500,23500,PAC,12.04,282940,0,
,UCPL/23-24/700,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-25 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,Vijay marketing -KOLH-132681,23500,23500,PAC,12.04,282940,0,
,UCPL/23-24/701,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-25 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,Chotubhai KOLH-130751,30600,30600,PAC,12.04,368424,0,
,UCPL/23-24/702,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-25 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,Chotubhai KOLH-130751,30600,30600,PAC,12.04,368424,0,
,UCPL/23-24/703,CUS00011,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-25 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,Khanak marketing- KOLH--10B207,0,0,PAC,11.84,0,0,
,UCPL/23-24/703,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-25 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,Khanak marketing- KOLH--10B207,23500,23500,PAC,12.04,282940,0,
,UCPL/23-24/704,CUS00026,Item,Annapurna Atta,UWAAFF050,ANNAPURNA CHAKKI FARM FRESH ATTA 5 KG,2023-07-25 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,M/s. TRIMURTY AGENCY,1680,8400,PAC,165,277200,0,33.0
,UCPL/23-24/704,CUS00026,Item,Annapurna Atta,UWAAFF100,ANNAPURNA CHAKKI FARM FRESH ATTA 10 KG,2023-07-25 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,M/s. TRIMURTY AGENCY,60,600,PAC,330,19800,0,33.0
,UCPL/23-24/705,CUS00008,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-26 00:00:00,2023-07-24 00:00:00,BR,Bihar,CFAPTB Western Enterprises,117000,117000,PAC,8.24,964080,0,
,UCPL/23-24/706,CUS00008,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-26 00:00:00,2023-07-24 00:00:00,BR,Bihar,CFAPTB Western Enterprises,496000,496000,PAC,8.24,4087040,0,
,UCPL/23-24/707,CUS00003,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,Intelligent Retail Pvt Ltd  RS CODE-43A573,9500,9500,PAC,15.84,150480,0,
,UCPL/23-24/707,CUS00003,Item,Annapurna Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,Intelligent Retail Pvt Ltd  RS CODE-43A573,7250,7250,PAC,12.99,94177.5,0,
,UCPL/23-24/707,CUS00003,Item,Annapurna Salt,ANNY100,ANNP IODPD SALT 500G,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,Intelligent Retail Pvt Ltd  RS CODE-43A573,2500,1250,PAC,8.09,20225,0,
,UCPL/23-24/708,CUS00003,Item,Annapurna Atta,ATTB100,ANNP WH-FF 5KG LP RL,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,0,0,PAC,250.47,0,0,
,UCPL/23-24/708,CUS00003,Item,Annapurna Atta,ATTC100,ANNP WH-FF 1KG LP RL,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,17820,17820,PAC,52.87,942143.4,0,
,UCPL/23-24/708,CUS00003,Item,Annapurna Atta,ATTC100,ANNP WH-FF 1KG LP RL,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,180,180,PAC,52.87,9516.6,0,
,UCPL/23-24/709,CUS00003,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,SHREE MOOKAMBIKA MARKETING  RS CODE-431270,10000,10000,PAC,15.84,158400,0,
,UCPL/23-24/709,CUS00003,Item,Annapurna Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,SHREE MOOKAMBIKA MARKETING  RS CODE-431270,8000,8000,PAC,12.99,103920,0,
,UCPL/23-24/710,CUS00016,Item,Annapurna Salt,USASIC010,Annapurna Iodized Crystal Salt_ 1kg_25 Kg,2023-07-26 00:00:00,2023-07-26 00:00:00,TN,Tamil Nadu,M/s. JAYALAKSHMI & CO,12000,12000,PAC,8.3,99600,0,
,UCPL/23-24/710,CUS00016,Item,Annapurna Salt,USASIP010,Annapurna Iodized Powder Salt_1Kg_25 Kg,2023-07-26 00:00:00,2023-07-26 00:00:00,TN,Tamil Nadu,M/s. JAYALAKSHMI & CO,3000,3000,PAC,10.7,32100,0,
,UCPL/23-24/710,CUS00016,Item,Annapurna Salt,USASIP005,Annapurna Iodized Powder Salt_500 g_25 Kg,2023-07-26 00:00:00,2023-07-26 00:00:00,TN,Tamil Nadu,M/s. JAYALAKSHMI & CO,8000,4000,PAC,7.29,58320,0,
,UCPL/23-24/711,CUS00008,Item,Annapurna Salt,ANNZ100,ANNP IODPD SALT 450g Relaunch,2023-07-26 00:00:00,2023-07-24 00:00:00,BR,Bihar,CFAPTB Western Enterprises,1355550,609997.5,PAC,3.79,5137534.5,0,
,UCPL/23-24/712,CUS00003,Item,Annapurna Atta,ATTB100,ANNP WH-FF 5KG LP RL,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,2592,12960,PAC,250.47,649218.24,0,
,UCPL/23-24/712,CUS00003,Item,Annapurna Atta,ATTC100,ANNP WH-FF 1KG LP RL,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,0,0,PAC,52.87,0,0,
,UCPL/23-24/712,CUS00003,Item,Annapurna Atta,ATTC100,ANNP WH-FF 1KG LP RL,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,0,0,PAC,52.87,0,0,
,UCPL/23-24/712,CUS00003,Item,Annapurna Atta,ATTB100,ANNP WH-FF 5KG LP RL,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,1008,5040,PAC,250.47,252473.76,0,
,UCPL/23-24/713,CUS00003,Item,Annapurna Atta,ATTB100,ANNP WH-FF 5KG LP RL,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,1800,9000,PAC,250.47,450846,0,
,UCPL/23-24/713,CUS00003,Item,Annapurna Atta,ATTC100,ANNP WH-FF 1KG LP RL,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,9000,9000,PAC,52.87,475830,0,
,UCPL/23-24/713,CUS00003,Item,Annapurna Atta,ATTC100,ANNP WH-FF 1KG LP RL,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,0,0,PAC,52.87,0,0,
,UCPL/23-24/713,CUS00003,Item,Annapurna Atta,ATTB100,ANNP WH-FF 5KG LP RL,2023-07-26 00:00:00,2023-07-26 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,0,0,PAC,250.47,0,0,
,UCPL/23-24/714,CUS00008,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-26 00:00:00,2023-07-25 00:00:00,BR,Bihar,CFAPTB Western Enterprises,60000,60000,PAC,8.24,494400,0,
,UCPL/23-24/715,CUS00021,Item,Annapurna Atta,UWAAFF010,ANNAPURNA CHAKKI FARM FRESH ATTA 1 KG,2023-07-26 00:00:00,2023-07-25 00:00:00,MH,Maharashtra,M/s. MAHAVIR RETAIL PRIVATE LIMITED,1500,1500,PAC,35.4,53100,0,35.4
,UCPL/23-24/716,CUS00003,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-27 00:00:00,2023-07-27 00:00:00,KA,Karnataka,SRI BALAJI ENTERPRISE  RS CODE-431674,18000,18000,PAC,15.84,285120,0,
,UCPL/23-24/716,CUS00003,Item,Annapurna Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,2023-07-27 00:00:00,2023-07-27 00:00:00,KA,Karnataka,SRI BALAJI ENTERPRISE  RS CODE-431674,0,0,PAC,12.99,0,0,
,UCPL/23-24/716,CUS00003,Item,Annapurna Salt,ANNY100,ANNP IODPD SALT 500G,2023-07-27 00:00:00,2023-07-27 00:00:00,KA,Karnataka,SRI BALAJI ENTERPRISE  RS CODE-431674,0,0,PAC,8.09,0,0,
,UCPL/23-24/717,CUS00008,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-27 00:00:00,2023-07-26 00:00:00,BR,Bihar,CFAPTB Western Enterprises,180000,180000,PAC,8.24,1483200,0,
,UCPL/23-24/717,CUS00008,Item,Annapurna Salt,ANNZ100,ANNP IODPD SALT 450g Relaunch,2023-07-27 00:00:00,2023-07-26 00:00:00,BR,Bihar,CFAPTB Western Enterprises,133300,59985.00000000001,PAC,3.79,505207,0,
,UCPL/23-24/717,CUS00008,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-27 00:00:00,2023-07-26 00:00:00,BR,Bihar,CFAPTB Western Enterprises,60000,60000,PAC,8.24,494400,0,
,UCPL/23-24/718,CUS00003,Item,Annapurna Atta,ATTB100,ANNP WH-FF 5KG LP RL,2023-07-27 00:00:00,2023-07-27 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,0,0,PAC,250.47,0,0,
,UCPL/23-24/718,CUS00003,Item,Annapurna Atta,ATTC100,ANNP WH-FF 1KG LP RL,2023-07-27 00:00:00,2023-07-27 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,18000,18000,PAC,52.87,951660,0,
,UCPL/23-24/718,CUS00003,Item,Annapurna Atta,ATTC100,ANNP WH-FF 1KG LP RL,2023-07-27 00:00:00,2023-07-27 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,0,0,PAC,52.87,0,0,
,UCPL/23-24/718,CUS00003,Item,Annapurna Atta,ATTB100,ANNP WH-FF 5KG LP RL,2023-07-27 00:00:00,2023-07-27 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,0,0,PAC,250.47,0,0,
,UCPL/23-24/719,CUS00016,Item,Annapurna Salt,USASIP010,Annapurna Iodized Powder Salt_1Kg_25 Kg,2023-07-28 00:00:00,2023-07-26 00:00:00,TN,Tamil Nadu,M/s. JAYALAKSHMI & CO,25000,25000,PAC,10.7,267500,0,
,UCPL/23-24/720,CUS00003,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-28 00:00:00,2023-07-28 00:00:00,KA,Karnataka,S.S.M.S. MARKETING  RS CODE-431746,5000,5000,PAC,15.84,79200,0,
,UCPL/23-24/720,CUS00003,Item,Annapurna Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,2023-07-28 00:00:00,2023-07-28 00:00:00,KA,Karnataka,S.S.M.S. MARKETING  RS CODE-431746,9000,9000,PAC,12.99,116910,0,
,UCPL/23-24/720,CUS00003,Item,Annapurna Salt,ANNY100,ANNAPURNA SALT POLY 500G,2023-07-28 00:00:00,2023-07-28 00:00:00,KA,Karnataka,S.S.M.S. MARKETING  RS CODE-431746,8000,4000,PAC,8.09,64720,0,
,UCPL/23-24/721,CUS00003,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-28 00:00:00,2023-07-28 00:00:00,KA,Karnataka,SLV ENTERPRISES  RS CODE-43A035,2125,2125,PAC,15.84,33660,0,
,UCPL/23-24/721,CUS00003,Item,Annapurna Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,2023-07-28 00:00:00,2023-07-28 00:00:00,KA,Karnataka,SLV ENTERPRISES  RS CODE-43A035,4000,4000,PAC,12.99,51960,0,
,UCPL/23-24/721,CUS00003,Item,Annapurna Salt,ANNY100,ANNAPURNA SALT POLY 500G,2023-07-28 00:00:00,2023-07-28 00:00:00,KA,Karnataka,SLV ENTERPRISES  RS CODE-43A035,0,0,PAC,8.09,0,0,
,UCPL/23-24/722,CUS00003,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-28 00:00:00,2023-07-28 00:00:00,KA,Karnataka,INTELLIGENT RETAIL PVT LTD  RS CODE-43A808,7500,7500,PAC,15.84,118800,0,
,UCPL/23-24/722,CUS00003,Item,Annapurna Salt,ANNX100,Anp Crystal 1 * 25 kg Relaunch,2023-07-28 00:00:00,2023-07-28 00:00:00,KA,Karnataka,INTELLIGENT RETAIL PVT LTD  RS CODE-43A808,10500,10500,PAC,12.99,136395,0,
,UCPL/23-24/723,CUS00025,Item,Annapurna Atta,USAAFF010,ANNAPURNA CHAKKI FARM FRESH ATTA 1 KG,2023-07-28 00:00:00,2023-07-28 00:00:00,TN,Tamil Nadu,M/s. WAYCOOL FOODS AND PRODUCTS PRIVATE LIMITED,12690,12690,PAC,51,647190,0,
,UCPL/23-24/723,CUS00025,Item,Annapurna Atta,USAAFF050,ANNAPURNA CHAKKI FARM FRESH ATTA 5 KG,2023-07-28 00:00:00,2023-07-28 00:00:00,TN,Tamil Nadu,M/s. WAYCOOL FOODS AND PRODUCTS PRIVATE LIMITED,516,2580,PAC,260.77,134557.32,0,
,UCPL/23-24/723,CUS00025,Item,Annapurna Atta,USAAFF100,ANNAPURNA CHAKKI FARM FRESH ATTA 10 KG,2023-07-28 00:00:00,2023-07-28 00:00:00,TN,Tamil Nadu,M/s. WAYCOOL FOODS AND PRODUCTS PRIVATE LIMITED,270,2700,PAC,471.17,127215.9,0,
,UCPL/23-24/724,CUS00011,Item,Annapurna Salt,ANNZ100,ANNP IODPD SALT 450g Relaunch,2023-07-28 00:00:00,2023-07-27 00:00:00,MH,Maharashtra,Shan agency- KOLH-134678,10000,4500,PAC,6.83,68300,0,
,UCPL/23-24/724,CUS00011,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-28 00:00:00,2023-07-27 00:00:00,MH,Maharashtra,Shan agency- KOLH-134678,7500,7500,PAC,11.84,88800,0,
,UCPL/23-24/724,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-28 00:00:00,2023-07-27 00:00:00,MH,Maharashtra,Shan agency- KOLH-134678,11500,11500,PAC,12.04,138460,0,
,UCPL/23-24/725,CUS00013,Item,Annapurna Salt,ANNZ100,ANNP IODPD SALT 450g Relaunch,2023-07-28 00:00:00,2023-07-28 00:00:00,MH,Maharashtra,National trading company- NAGH-10B150,10000,4500,PAC,6.83,68300,0,
,UCPL/23-24/725,CUS00013,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-28 00:00:00,2023-07-28 00:00:00,MH,Maharashtra,National trading company- NAGH-10B150,19000,19000,PAC,11.84,224960,0,
,UCPL/23-24/726,CUS00027,Item,Annapurna Salt,ANNW100,Anp 1 kg * 25kg pack  Relaunch,2023-07-28 00:00:00,2023-07-28 00:00:00,GJ,Gujarat,Rajashree enterprises- ABDH-10B652,23500,23500,PAC,11.84,278240,0,
,UCPL/23-24/727,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-28 00:00:00,2023-07-28 00:00:00,MH,Maharashtra,Chotubhai KOLH-130751,30600,30600,PAC,12.04,368424,0,
,UCPL/23-24/728,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-28 00:00:00,2023-07-28 00:00:00,MH,Maharashtra,Chotubhai KOLH-130751,30600,30600,PAC,12.04,368424,0,
,UCPL/23-24/729,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-28 00:00:00,2023-07-28 00:00:00,MH,Maharashtra,Chotubhai KOLH-130751,30600,30600,PAC,12.04,368424,0,
,UCPL/23-24/730,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-28 00:00:00,2023-07-28 00:00:00,MH,Maharashtra,Chotubhai KOLH-130751,30600,30600,PAC,12.04,368424,0,
,UCPL/23-24/731,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-28 00:00:00,2023-07-28 00:00:00,MH,Maharashtra,Choutubhai agencies- KOLH-130751,30600,30600,PAC,12.04,368424,0,
,UCPL/23-24/732,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-28 00:00:00,2023-07-28 00:00:00,MH,Maharashtra,Choutubhai agencies- KOLH-130751,30600,30600,PAC,12.04,368424,0,
,UCPL/23-24/733,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-28 00:00:00,2023-07-28 00:00:00,MH,Maharashtra,Choutubhai agencies- KOLH-130751,30600,30600,PAC,12.04,368424,0,
,UCPL/23-24/734,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-28 00:00:00,2023-07-28 00:00:00,MH,Maharashtra,Choutubhai agencies- KOLH-130751,30600,30600,PAC,12.04,368424,0,
,UCPL/23-24/735,CUS00011,Item,Captain Cook Salt,ACCZ100,CC 1 kg * 25kg pack  New Code,2023-07-28 00:00:00,2023-07-28 00:00:00,MH,Maharashtra,Choutubhai agencies- KOLH-130751,30600,30600,PAC,12.04,368424,0,
,UCPL/23-24/736,CUS00003,Item,Annapurna Atta,ATTB100,ANNP WH-FF 5KG LP RL,2023-07-29 00:00:00,2023-07-29 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,0,0,PAC,250.47,0,0,
,UCPL/23-24/736,CUS00003,Item,Annapurna Atta,ATTC100,ANNP WH-FF 1KG LP RL,2023-07-29 00:00:00,2023-07-29 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,4230,4230,PAC,52.87,223640.1,0,
,UCPL/23-24/736,CUS00003,Item,Annapurna Atta,ATTC100,ANNP WH-FF 1KG LP RL,2023-07-29 00:00:00,2023-07-29 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,13770,13770,PAC,52.87,728019.9,0,
,UCPL/23-24/737,CUS00003,Item,Annapurna Atta,ATTB100,ANNP WH-FF 5KG LP RL,2023-07-29 00:00:00,2023-07-29 00:00:00,KA,Karnataka,CFACHK-Linfox Logistics (I) Pvt Ltd,3000,15000,PAC,250.47,751410,0,
