Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,Annapurna Atta,1000,,,,,,,,,,,,10000000,,,,,,,
,,Andhra Pradesh,Karnataka,Maharashtra,Tamil Nadu,Kerala,Gujarat,Total,,,,,,Andhra Pradesh,Karnataka,Maharashtra,Tamil Nadu,Kerala,Gujarat,Total,
,Actual,354,450,45.6,53.97,0,9,912.57,,,,,Actual,1.83004245,2.3045982,0.14683487999999997,0.28272691200000005,0,0.0288,4.593002442,
,Base Plan Budget,558.6606653315177,482.0397254268199,0,70.71755983008893,25.9477843680285,0,1137.365734956455,,,,,Base Plan Budget,2.8930429918281475,2.4610707544942305,0,0.36596020844341254,0.14027761371754302,0,5.860351568483333,
,Yatra Plan Budget,0,0,461,0,0,0,461,,,,,Yatra Plan Budget,0,0,1.9149,0,0,0,1.9149,
,Sunshine Plan Budget,55.86606653315178,48.203972542681996,0,7.071755983008893,2.59477843680285,0,113.73657349564553,,,,,Sunshine Plan Budget,0.28930429918281475,0.24610707544942306,0,0.03659602084434126,0.014027761371754302,0,0.5860351568483333,
,Budget,614.5267318646695,530.2436979695019,461,77.78931581309783,28.542562804831352,0,1712.1023084521005,,,,,Budget,3.182347291010962,2.7071778299436535,1.9149,0.4025562292877538,0.15430537508929731,0,8.361286725331667,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1000,,,,,,,,,,,,,
,Particulars (Tonnes),Andhra Pradesh,Karnataka,Maharashtra,Tamil Nadu,Kerala,Gujarat,Total,,,,,Particulars (INR Crs),Andhra Pradesh,Karnataka,Maharashtra,Tamil Nadu,Kerala,Gujarat,Total,
,Actual,354,450,45.6,53.97,0,9,912.57,,,,,Actual,1.83004245,2.3045982,0.14683487999999997,0.28272691200000005,0,0.0288,4.593002442,
,Budget,614.5267318646695,530.2436979695019,461,77.78931581309783,28.542562804831352,0,1712.1023084521005,,,,,Budget,3.182347291010962,2.7071778299436535,1.9149,0.4025562292877538,0.15430537508929731,0,8.361286725331667,
,Difference,-260.5267318646695,-80.24369796950191,-415.4,-23.81931581309783,-28.542562804831352,9,-799.5323084521007,,,,,Difference,-1.352304841010962,-0.4025796299436535,-1.7680651200000002,-0.11982931728775376,-0.15430537508929731,0.0288,-3.7682842833316665,
,%,-0.42394694706631975,-0.15133361938441614,-0.9010845986984816,-0.30620292213814837,-1,1,-0.46698862825256754,,,,,%,-0.4249394290908345,-0.1487082324222612,-0.9233198182672725,-0.29767100486749093,-1,1,-0.4506823419791516,
,,,,,,,,,,,,,,,,,,,,,
,Actual %,0.3879154475821033,0.493112857095894,0.04996876951905059,0.05914066866103422,0,0.00986225714191788,0.9999999999999999,,,,,,,,,,,,,
,Budget %,0.3589310807134293,0.3097032784500428,0.2692596100853265,0.04543496929422786,0.01667106145697361,0,1,,,,,,,,,,,,,
,Actual GSV,51.696114406779664,51.21329333333333,32.200631578947366,52.38593885491941,0,32,50.3304123738453,,,,,,,,,,,,,
,Budget GSV,51.78533538085005,51.05535134713402,41.53796095444685,51.74955263200466,54.06149971339585,,48.83637317731933,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Annapurna Salt,,,,,,,,,,,,,,,,,,,,
,,Andhra Pradesh,Bihar,Karnataka,Maharashtra,Tamil Nadu,Kerala,Gujarat,Total,,,,,Andhra Pradesh,Bihar,Karnataka,Maharashtra,Tamil Nadu,Kerala,Gujarat,Grand Total
,Actual,1172.825,2705.9584,724.725,165.95,105.125,0,47,4921.5834,,,,Actual,1.5662793,2.253853408,1.0555004,0.2021924,0.122695,0,0.0560235,5.2565440080000005
,Base Plan Budget,950.3601091927698,2656.9578709999996,1375.7529339822856,198.589204,350.2193957263302,67.42842516747807,0,5599.307939068863,,,,Base Plan Budget,1.275713701443782,2.213217098634933,1.998502696121633,0.24150448914976433,0.48565463480446713,0.0930510174105683,0,6.307643637565147
,Namak Budget Plan,0,476.1118513537206,0,0,62.75733864627935,0,0,538.86919,,,,Namak Budget Plan,0,0.4394706872361234,0,0,0.09643472221887658,0,0,0.535905409455
,Budget,950.3601091927698,3133.0697223537204,1375.7529339822856,198.589204,412.9767343726096,67.42842516747807,0,6138.177129068864,,,,Budget,1.275713701443782,2.6526877858710565,1.998502696121633,0.24150448914976433,0.5820893570233437,0.0930510174105683,0,6.843549047020148
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Particulars (INR Crs),Andhra Pradesh,Bihar,Karnataka,Maharashtra,Tamil Nadu,Kerala,Gujarat,Total,,,,Particulars (INR Crs),Andhra Pradesh,Bihar,Karnataka,Maharashtra,Tamil Nadu,Kerala,Gujarat,Total
,Actual,1172.825,2705.9584,724.725,165.95,105.125,0,47,4921.5834,,,,Actual,1.5662793,2.253853408,1.0555004,0.2021924,0.122695,0,0.0560235,5.2565440080000005
,Budget,950.3601091927698,3133.0697223537204,1375.7529339822856,198.589204,412.9767343726096,67.42842516747807,0,6138.177129068864,,,,Budget,1.275713701443782,2.6526877858710565,1.998502696121633,0.24150448914976433,0.5820893570233437,0.0930510174105683,0,6.843549047020148
,Difference,222.4648908072303,-427.1113223537204,-651.0279339822856,-32.63920400000001,-307.8517343726096,-67.42842516747807,47,-1439.0586198760936,,,,Difference,0.2905655985562179,-0.3988343778710566,-0.9430022961216331,-0.039312089149764334,-0.45939435702334375,-0.0930510174105683,0.0560235,-1.8775706375763659
,%,0.23408483653232315,-0.13632359321798074,-0.47321573365488334,-0.16435537956031088,-0.745445708558607,-1,1,-0.2344439708429191,,,,%,0.22776709086636904,-0.1503510439469575,-0.47185440277446594,-0.16277995199246878,-0.7892162113606906,-1,1,-0.2743562769370239
,,,,,,,,,,,,,,,,,,,,,
,Actual %,0.23830237236252055,0.5498145982855842,0.14725443848010378,0.03371882309258439,0.0213599956469294,0,0.009549772132277591,0.9999999999999999,,,,,,,,,,,,
,Budget %,0.15482774270102165,0.510423478579054,0.2241305366485867,0.03235312370826372,0.06728002885691513,0.010985089506158757,0,0.9999999999999999,,,,,,,,,,,,
,Actual GSV,13.354757103574702,8.329224159543621,14.564150539859945,12.183934920156673,11.671343638525565,0,11.919893617021277,10.680595208444503,,,,,,,,,,,,
,Budget GSV,13.423476944201349,8.466737164975132,14.526610460038938,12.161007964449283,14.094967308694725,0,0,11.149155365052632,0.4685601566081292,2306057.888663969,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Captain Cook Salt,,,,,,,,,,,,,,,,,,,,
,,Andhra Pradesh,Bihar,Karnataka,Maharashtra,Madhya Pradesh,Gujarat,Total,,,,,,Andhra Pradesh,Bihar,Karnataka,Maharashtra,Madhya Pradesh,Gujarat,Grand Total,
,Actual,39,297,10.125,1056.55,0,94,1496.675,,,,,Actual,0.050856,0.244728,0.01593675,1.2720862,0,0.113176,1.69678295,
,Budget,63.18039099999999,0,48.39914623564484,786.3141372190083,41.76285416369018,0,939.6565286183434,,,,,Base Plan Budget,0.08238702484153913,0,0.07617919139368778,0.9467196695962738,0.021716684165118898,0,1.1270025699966197,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Particulars (INR Crs),Andhra Pradesh,Bihar,Karnataka,Maharashtra,Madhya Pradesh,Gujarat,Total,,,,,Particulars (INR Crs),Andhra Pradesh,Bihar,Karnataka,Maharashtra,Madhya Pradesh,Gujarat,Total,
,Actual,39,297,10.125,1056.55,0,94,1496.675,,,,,Actual,0.050856,0.244728,0.01593675,1.2720862,0,0.113176,1.69678295,
,Budget,63.18039099999999,0,48.39914623564484,786.3141372190083,41.76285416369018,0,939.6565286183434,,,,,Budget,0.08238702484153913,0,0.07617919139368778,0.9467196695962738,0.021716684165118898,0,1.1270025699966197,
,Difference,-24.180390999999993,297,-38.27414623564484,270.2358627809916,-41.76285416369018,94,557.0184713816566,,,,,Difference,-0.031531024841539135,0.244728,-0.060242441393687785,0.3253665304037261,-0.021716684165118898,0.113176,0.5697803800033803,
,%,-0.3827198695240743,1,-0.7908020949232536,0.3436741754850633,-1,1,0.5927894442458544,,,,,%,-0.3827183334048658,1,-0.7907991708964173,0.34367779697920275,-1,1,0.5055715001653361,
,,,,,,,,,,,,,,,,,,,,,
,Actual %,0.02605776137103914,0.19843987505637498,0.006764995740558237,0.7059314814505487,0,0.06280588638147895,1,,,,,,,,,,,,,
,Budget %,0.06723775025849017,0,0.051507273947013606,0.8368101676207078,0.044444808173788396,0,1,,,,,,,,,,,,,
,Actual GSV,13.04,8.24,15.74,12.04,0,0,11.33701672039688,,,,,,,,,,,,,
,Budget GSV,13.039967549668873,0,15.739779999999998,12.039967549668875,5.200000000000001,0,11.99377150769917,,,,,,,,,,,,,
